codigo,descripcion,monto
PROD-03865,Samsung SSD - Modelo 409,4162.42
PROD-03866,Samsung Teclado - Modelo 395,164.57
PROD-03867,LG Fuente - Modelo 500,3253.58
PROD-03868,Logitech Gabinete - Modelo 545,3867.34
PROD-03869,HP Webcam - Modelo 658,4533.33
PROD-03870,HP Teclado - Modelo 717,3412.16
PROD-03871,LG Fuente - Modelo 272,2451.05
PROD-03872,Sony Monitor - Modelo 218,3486.69
PROD-03873,Dell Mouse - Modelo 777,754.43
PROD-03874,Samsung SSD - Modelo 710,1505.5
PROD-03875,ASUS Teclado - Modelo 743,506.33
PROD-03876,ASUS Fuente - Modelo 147,4985.06
PROD-03877,HP Monitor - Modelo 818,1345.11
PROD-03878,Razer Fuente - Modelo 921,4949.27
PROD-03879,Kingston Mouse - Modelo 289,1260.4
PROD-03880,Razer Mouse - Modelo 132,2646.3
PROD-03881,Kingston SSD - Modelo 698,4394.86
PROD-03882,Razer Auricular - Modelo 592,880.73
PROD-03883,LG Monitor - Modelo 508,1322.13
PROD-03884,LG Fuente - Modelo 970,1327.45
PROD-03885,Kingston Teclado - Modelo 948,3643.01
PROD-03886,LG Auricular - Modelo 167,725.57
PROD-03887,ASUS Fuente - Modelo 338,3952.99
PROD-03888,Logitech Auricular - Modelo 937,3922.53
PROD-03889,Samsung Fuente - Modelo 508,1203.72
PROD-03890,Razer SSD - Modelo 941,1870.37
PROD-03891,Kingston Mouse - Modelo 603,4111.34
PROD-03892,Logitech Teclado - Modelo 443,2289.51
PROD-03893,HP Monitor - Modelo 603,4060.53
PROD-03894,Sony Fuente - Modelo 546,3215.18
PROD-03895,Logitech Monitor - Modelo 325,1869.61
PROD-03896,Dell Webcam - Modelo 602,4227.19
PROD-03897,Samsung RAM - Modelo 387,761.48
PROD-03898,LG Mouse - Modelo 737,353.01
PROD-03899,Corsair Auricular - Modelo 880,2002.01
PROD-03900,LG Monitor - Modelo 854,509.31
PROD-03901,Corsair RAM - Modelo 965,3360.28
PROD-03902,Logitech Laptop - Modelo 222,3830.16
PROD-03903,Razer Monitor - Modelo 959,2362.56
PROD-03904,Sony Fuente - Modelo 160,4076.13
PROD-03905,LG SSD - Modelo 587,2085.13
PROD-03906,LG Teclado - Modelo 994,1066.42
PROD-03907,Kingston Monitor - Modelo 482,2163.28
PROD-03908,HP Auricular - Modelo 221,202.28
PROD-03909,Corsair Auricular - Modelo 332,1072.11
PROD-03910,Kingston RAM - Modelo 536,3218.12
PROD-03911,ASUS Fuente - Modelo 598,2115.66
PROD-03912,Razer Monitor - Modelo 911,3736.79
PROD-03913,Kingston Auricular - Modelo 383,811.12
PROD-03914,Sony Gabinete - Modelo 425,4818.66
PROD-03915,Corsair Monitor - Modelo 909,700.67
PROD-03916,Corsair Teclado - Modelo 366,1682.74
PROD-03917,LG Mouse - Modelo 121,847.07
PROD-03918,Kingston Mouse - Modelo 569,71.61
PROD-03919,Samsung Auricular - Modelo 332,1145.43
PROD-03920,ASUS Monitor - Modelo 723,4976.32
PROD-03921,Dell Monitor - Modelo 765,432.13
PROD-03922,ASUS SSD - Modelo 434,1839.06
PROD-03923,Corsair Gabinete - Modelo 410,343.31
PROD-03924,Dell Laptop - Modelo 322,71.73
PROD-03925,Razer Monitor - Modelo 601,2007.23
PROD-03926,ASUS Webcam - Modelo 809,3692.53
PROD-03927,Logitech Auricular - Modelo 752,3834.06
PROD-03928,HP SSD - Modelo 485,2165.59
PROD-03929,HP Webcam - Modelo 599,2412.71
PROD-03930,Razer Auricular - Modelo 929,1693.13
PROD-03931,HP SSD - Modelo 343,668.94
PROD-03932,HP Monitor - Modelo 624,2451.49
PROD-03933,HP Teclado - Modelo 583,2266.67
PROD-03934,Razer RAM - Modelo 646,3351.34
PROD-03935,ASUS Monitor - Modelo 119,2454.1
PROD-03936,Logitech Laptop - Modelo 295,4184.04
PROD-03937,Kingston Laptop - Modelo 840,398.45
PROD-03938,HP Webcam - Modelo 732,634.9
PROD-03939,HP SSD - Modelo 292,3466.37
PROD-03940,Dell Laptop - Modelo 925,2472.26
PROD-03941,Samsung Fuente - Modelo 828,3105.1
PROD-03942,LG Auricular - Modelo 378,1382.64
PROD-03943,Kingston Webcam - Modelo 351,1688.32
PROD-03944,HP Monitor - Modelo 500,3464.89
PROD-03945,Corsair Mouse - Modelo 525,1100.27
PROD-03946,Logitech SSD - Modelo 273,2977.85
PROD-03947,Corsair SSD - Modelo 177,4796.2
PROD-03948,Corsair Auricular - Modelo 859,1415.18
PROD-03949,Sony Mouse - Modelo 305,4226.75
PROD-03950,Samsung Gabinete - Modelo 253,3433.41
PROD-03951,Sony RAM - Modelo 105,647.08
PROD-03952,Dell Gabinete - Modelo 836,2387.26
PROD-03953,Dell Fuente - Modelo 994,1690.31
PROD-03954,Kingston Monitor - Modelo 464,2754.76
PROD-03955,Samsung Auricular - Modelo 209,1742.92
PROD-03956,Razer Webcam - Modelo 797,3474.74
PROD-03957,ASUS Mouse - Modelo 156,603.11
PROD-03958,Logitech Auricular - Modelo 202,2787.63
PROD-03959,Corsair RAM - Modelo 432,3583.63
PROD-03960,Kingston Monitor - Modelo 113,2453.73
PROD-03961,LG RAM - Modelo 358,2693.76
PROD-03962,Razer RAM - Modelo 256,4700.75
PROD-03963,Samsung Laptop - Modelo 291,886.28
PROD-03964,LG Teclado - Modelo 385,391.31
PROD-03965,Razer Auricular - Modelo 174,2078.22
PROD-03966,Logitech SSD - Modelo 169,4785.62
PROD-03967,Corsair Laptop - Modelo 333,1563.03
PROD-03968,Corsair Mouse - Modelo 502,135.82
PROD-03969,HP Auricular - Modelo 835,1881.68
PROD-03970,Logitech Gabinete - Modelo 572,1135.36
PROD-03971,HP Gabinete - Modelo 738,3822.21
PROD-03972,Sony Laptop - Modelo 567,3488.82
PROD-03973,HP Mouse - Modelo 490,4968.16
PROD-03974,ASUS Monitor - Modelo 997,949.12
PROD-03975,HP Auricular - Modelo 786,2372.86
PROD-03976,ASUS Mouse - Modelo 696,3336.07
PROD-03977,Dell Mouse - Modelo 112,4848.92
PROD-03978,Sony Laptop - Modelo 450,753.73
PROD-03979,ASUS Mouse - Modelo 858,2332.07
PROD-03980,LG Laptop - Modelo 907,3594.02
PROD-03981,Corsair Webcam - Modelo 344,2836.78
PROD-03982,Razer Mouse - Modelo 660,2620.39
PROD-03983,Corsair Auricular - Modelo 501,4582.54
PROD-03984,Samsung Gabinete - Modelo 443,4614.82
PROD-03985,Dell Teclado - Modelo 928,3106.81
PROD-03986,Razer Teclado - Modelo 974,1100.76
PROD-03987,Samsung Laptop - Modelo 619,2329.42
PROD-03988,Dell Mouse - Modelo 118,2621.79
PROD-03989,Razer Fuente - Modelo 696,1609.71
PROD-03990,Kingston Laptop - Modelo 243,4688.15
PROD-03991,Kingston SSD - Modelo 990,66.59
PROD-03992,Dell Monitor - Modelo 730,1894.53
PROD-03993,Kingston RAM - Modelo 218,422.48
PROD-03994,Samsung Mouse - Modelo 299,4831.66
PROD-03995,Corsair Mouse - Modelo 462,1844.42
PROD-03996,Corsair Laptop - Modelo 656,1476.63
PROD-03997,Sony Webcam - Modelo 548,734.02
PROD-03998,LG Webcam - Modelo 148,1452.58
PROD-03999,Logitech SSD - Modelo 760,118.5
PROD-04000,Logitech Mouse - Modelo 342,4854.74
PROD-04001,Sony Teclado - Modelo 108,519.7
PROD-04002,HP Webcam - Modelo 906,1464.0
PROD-04003,Samsung Auricular - Modelo 848,1004.03
PROD-04004,Sony Mouse - Modelo 166,2601.47
PROD-04005,Kingston Teclado - Modelo 146,69.32
PROD-04006,Kingston RAM - Modelo 110,3014.42
PROD-04007,LG SSD - Modelo 442,969.67
PROD-04008,Corsair SSD - Modelo 817,4015.49
PROD-04009,Samsung Monitor - Modelo 499,3228.63
PROD-04010,Dell Laptop - Modelo 287,647.65
PROD-04011,Sony Gabinete - Modelo 908,3563.86
PROD-04012,HP Laptop - Modelo 265,2270.8
PROD-04013,Kingston Mouse - Modelo 152,2056.96
PROD-04014,Samsung Monitor - Modelo 329,372.14
PROD-04015,HP Teclado - Modelo 208,769.04
PROD-04016,Razer Mouse - Modelo 230,3497.44
PROD-04017,Razer SSD - Modelo 314,3805.76
PROD-04018,Sony Gabinete - Modelo 173,4414.63
PROD-04019,ASUS Teclado - Modelo 592,1807.32
PROD-04020,HP RAM - Modelo 107,4439.38
PROD-04021,Kingston SSD - Modelo 651,4904.73
PROD-04022,Corsair Laptop - Modelo 392,1174.76
PROD-04023,Razer Monitor - Modelo 933,286.19
PROD-04024,LG Gabinete - Modelo 883,4951.1
PROD-04025,Kingston Laptop - Modelo 739,3115.82
PROD-04026,ASUS Auricular - Modelo 346,618.7
PROD-04027,Sony Auricular - Modelo 487,1558.42
PROD-04028,Corsair Gabinete - Modelo 988,4325.3
PROD-04029,Kingston Auricular - Modelo 977,887.63
PROD-04030,Logitech Auricular - Modelo 333,1461.63
PROD-04031,Sony Gabinete - Modelo 135,3587.95
PROD-04032,Samsung Monitor - Modelo 701,1935.44
PROD-04033,ASUS RAM - Modelo 437,204.68
PROD-04034,Corsair Teclado - Modelo 660,1247.24
PROD-04035,HP SSD - Modelo 828,4954.26
PROD-04036,LG Monitor - Modelo 281,891.28
PROD-04037,LG Monitor - Modelo 617,1698.51
PROD-04038,Sony Mouse - Modelo 760,1158.28
PROD-04039,Sony SSD - Modelo 240,3436.55
PROD-04040,HP Gabinete - Modelo 356,4657.76
PROD-04041,HP Auricular - Modelo 847,1991.84
PROD-04042,Logitech Webcam - Modelo 284,3035.76
PROD-04043,Dell Teclado - Modelo 578,4972.85
PROD-04044,Logitech Fuente - Modelo 476,102.98
PROD-04045,Samsung Auricular - Modelo 620,4162.64
PROD-04046,Logitech Auricular - Modelo 258,4760.19
PROD-04047,Sony SSD - Modelo 273,1468.0
PROD-04048,Logitech Gabinete - Modelo 728,3414.23
PROD-04049,Logitech Monitor - Modelo 983,1194.8
PROD-04050,HP Monitor - Modelo 727,47.09
PROD-04051,Samsung Teclado - Modelo 947,3935.85
PROD-04052,ASUS Teclado - Modelo 374,1584.52
PROD-04053,Samsung Gabinete - Modelo 545,4055.11
PROD-04054,LG Monitor - Modelo 772,3589.13
PROD-04055,ASUS Laptop - Modelo 212,3486.06
PROD-04056,LG Teclado - Modelo 218,4124.5
PROD-04057,Logitech RAM - Modelo 193,800.2
PROD-04058,Razer Teclado - Modelo 890,2078.52
PROD-04059,Logitech Mouse - Modelo 759,1331.88
PROD-04060,Sony Fuente - Modelo 992,4356.36
PROD-04061,HP Teclado - Modelo 714,4278.96
PROD-04062,Dell Monitor - Modelo 151,1629.04
PROD-04063,Dell Monitor - Modelo 135,2821.59
PROD-04064,HP Mouse - Modelo 188,1297.41
PROD-04065,Samsung Fuente - Modelo 999,2226.56
PROD-04066,Kingston Monitor - Modelo 633,4709.48
PROD-04067,Sony Laptop - Modelo 265,665.21
PROD-04068,Sony Webcam - Modelo 349,4841.54
PROD-04069,Samsung Auricular - Modelo 289,1645.08
PROD-04070,Kingston RAM - Modelo 324,2997.55
PROD-04071,LG SSD - Modelo 215,4717.69
PROD-04072,Sony RAM - Modelo 460,537.27
PROD-04073,Dell Teclado - Modelo 490,1107.99
PROD-04074,Samsung Webcam - Modelo 916,987.32
PROD-04075,ASUS Teclado - Modelo 727,3815.14
PROD-04076,Logitech Webcam - Modelo 901,3787.63
PROD-04077,Samsung Laptop - Modelo 755,1609.09
PROD-04078,HP Webcam - Modelo 954,1737.41
PROD-04079,LG Fuente - Modelo 418,4871.14
PROD-04080,ASUS Monitor - Modelo 185,2909.82
PROD-04081,Kingston Monitor - Modelo 124,4478.17
PROD-04082,LG Mouse - Modelo 905,2087.25
PROD-04083,Dell Teclado - Modelo 683,2380.84
PROD-04084,Kingston Monitor - Modelo 956,3662.98
PROD-04085,Dell Gabinete - Modelo 318,2599.04
PROD-04086,Razer Laptop - Modelo 170,2468.54
PROD-04087,Razer Mouse - Modelo 575,2459.47
PROD-04088,LG Webcam - Modelo 588,45.66
PROD-04089,Sony Monitor - Modelo 335,4777.74
PROD-04090,Kingston Webcam - Modelo 651,439.47
PROD-04091,Razer Teclado - Modelo 778,3808.77
PROD-04092,Samsung Laptop - Modelo 103,4019.77
PROD-04093,LG Auricular - Modelo 495,1393.92
PROD-04094,Dell Monitor - Modelo 365,3749.12
PROD-04095,Dell Monitor - Modelo 676,1761.43
PROD-04096,HP Laptop - Modelo 529,4825.26
PROD-04097,Razer Teclado - Modelo 484,663.72
PROD-04098,Sony RAM - Modelo 829,4111.89
PROD-04099,Sony Monitor - Modelo 771,2413.35
PROD-04100,Dell RAM - Modelo 334,631.64
PROD-04101,Sony Monitor - Modelo 978,4571.84
PROD-04102,LG Teclado - Modelo 313,3201.47
PROD-04103,Samsung Teclado - Modelo 362,43.7
PROD-04104,Samsung Mouse - Modelo 435,2763.04
PROD-04105,Dell Monitor - Modelo 801,4106.75
PROD-04106,HP Mouse - Modelo 598,2922.17
PROD-04107,Kingston RAM - Modelo 746,2013.35
PROD-04108,HP Gabinete - Modelo 305,2742.19
PROD-04109,Sony Auricular - Modelo 375,4760.62
PROD-04110,HP Webcam - Modelo 390,2519.27
PROD-04111,Kingston Fuente - Modelo 641,4092.12
PROD-04112,Razer Monitor - Modelo 874,4668.0
PROD-04113,Sony SSD - Modelo 405,1263.33
PROD-04114,Sony Laptop - Modelo 539,2608.54
PROD-04115,Samsung SSD - Modelo 414,2167.22
PROD-04116,Razer SSD - Modelo 798,3390.18
PROD-04117,Sony Laptop - Modelo 405,1305.38
PROD-04118,HP RAM - Modelo 419,483.85
PROD-04119,ASUS Auricular - Modelo 444,3367.9
PROD-04120,Samsung Gabinete - Modelo 655,4267.62
PROD-04121,Samsung Monitor - Modelo 844,1508.49
PROD-04122,Kingston Monitor - Modelo 887,2523.79
PROD-04123,Logitech SSD - Modelo 891,3013.26
PROD-04124,HP Fuente - Modelo 384,2182.12
PROD-04125,Dell Gabinete - Modelo 446,3900.26
PROD-04126,Samsung Monitor - Modelo 319,107.94
PROD-04127,Corsair SSD - Modelo 787,4332.29
PROD-04128,HP RAM - Modelo 965,439.91
PROD-04129,Corsair Auricular - Modelo 442,2783.94
PROD-04130,Dell SSD - Modelo 769,4074.49
PROD-04131,Sony Gabinete - Modelo 219,582.56
PROD-04132,Razer Gabinete - Modelo 111,1847.31
PROD-04133,Sony Gabinete - Modelo 182,3125.87
PROD-04134,Logitech Webcam - Modelo 992,2289.15
PROD-04135,Logitech Teclado - Modelo 303,2354.78
PROD-04136,Sony Teclado - Modelo 447,257.99
PROD-04137,Dell Gabinete - Modelo 830,1961.36
PROD-04138,Corsair SSD - Modelo 900,4033.84
PROD-04139,ASUS Fuente - Modelo 640,4968.38
PROD-04140,Dell Monitor - Modelo 236,3794.92
PROD-04141,LG Auricular - Modelo 646,708.8
PROD-04142,Kingston Teclado - Modelo 207,2818.55
PROD-04143,HP Gabinete - Modelo 113,2301.72
PROD-04144,Dell Teclado - Modelo 620,219.1
PROD-04145,LG Monitor - Modelo 496,3158.06
PROD-04146,HP RAM - Modelo 969,3597.54
PROD-04147,Logitech RAM - Modelo 594,3769.83
PROD-04148,Dell Laptop - Modelo 320,1546.84
PROD-04149,ASUS Fuente - Modelo 293,85.34
PROD-04150,Logitech Mouse - Modelo 454,937.4
PROD-04151,Logitech SSD - Modelo 700,4504.72
PROD-04152,Kingston Gabinete - Modelo 398,3035.2
PROD-04153,Samsung Mouse - Modelo 651,3278.72
PROD-04154,Sony Fuente - Modelo 361,591.94
PROD-04155,Logitech Fuente - Modelo 866,1708.18
PROD-04156,LG Webcam - Modelo 971,878.25
PROD-04157,Samsung Gabinete - Modelo 393,2128.58
PROD-04158,Razer SSD - Modelo 425,2407.12
PROD-04159,Razer Mouse - Modelo 104,2486.99
PROD-04160,Corsair Monitor - Modelo 231,3819.05
PROD-04161,Razer Monitor - Modelo 999,833.59
PROD-04162,Logitech Monitor - Modelo 835,3040.67
PROD-04163,Corsair Auricular - Modelo 395,1354.84
PROD-04164,ASUS RAM - Modelo 654,2037.69
PROD-04165,Kingston Auricular - Modelo 530,4424.22
PROD-04166,ASUS SSD - Modelo 254,3515.77
PROD-04167,HP Webcam - Modelo 776,3436.95
PROD-04168,Corsair Fuente - Modelo 921,3462.51
PROD-04169,ASUS Mouse - Modelo 400,3962.74
PROD-04170,Dell Gabinete - Modelo 390,57.07
PROD-04171,Logitech RAM - Modelo 450,2591.39
PROD-04172,Kingston Auricular - Modelo 192,2036.69
PROD-04173,Sony Gabinete - Modelo 170,413.81
PROD-04174,Sony SSD - Modelo 490,1710.27
PROD-04175,Sony Gabinete - Modelo 811,2744.4
PROD-04176,Logitech Laptop - Modelo 838,2903.68
PROD-04177,Corsair Auricular - Modelo 490,3000.22
PROD-04178,ASUS Laptop - Modelo 488,1067.48
PROD-04179,Corsair SSD - Modelo 159,2883.09
PROD-04180,ASUS SSD - Modelo 355,3094.21
PROD-04181,Sony Laptop - Modelo 275,3213.12
PROD-04182,ASUS RAM - Modelo 276,553.11
PROD-04183,Logitech Fuente - Modelo 558,4279.99
PROD-04184,Sony Fuente - Modelo 641,4361.73
PROD-04185,Razer RAM - Modelo 591,787.82
PROD-04186,Sony RAM - Modelo 140,30.48
PROD-04187,Sony Laptop - Modelo 103,4717.15
PROD-04188,Dell Auricular - Modelo 499,3401.17
PROD-04189,Razer SSD - Modelo 717,4731.11
PROD-04190,Logitech Laptop - Modelo 446,1831.68
PROD-04191,HP Gabinete - Modelo 470,4777.14
PROD-04192,Logitech Laptop - Modelo 906,4015.85
PROD-04193,Kingston Fuente - Modelo 454,1605.03
PROD-04194,Logitech Teclado - Modelo 419,796.11
PROD-04195,LG Laptop - Modelo 814,4990.08
PROD-04196,Sony Auricular - Modelo 473,4288.77
PROD-04197,Samsung Monitor - Modelo 679,2477.64
PROD-04198,Razer RAM - Modelo 973,2312.28
PROD-04199,ASUS Gabinete - Modelo 304,1713.89
PROD-04200,Sony Fuente - Modelo 212,4777.59
PROD-04201,HP Teclado - Modelo 571,4118.89
PROD-04202,LG Auricular - Modelo 414,4824.83
PROD-04203,Dell Gabinete - Modelo 317,2235.03
PROD-04204,Corsair Webcam - Modelo 240,1812.2
PROD-04205,Kingston Monitor - Modelo 904,1414.41
PROD-04206,Corsair Laptop - Modelo 398,4640.59
PROD-04207,Corsair Monitor - Modelo 805,1921.52
PROD-04208,Corsair RAM - Modelo 742,2797.51
PROD-04209,Dell Mouse - Modelo 548,1358.01
PROD-04210,Razer SSD - Modelo 935,1173.63
PROD-04211,Kingston Laptop - Modelo 390,3657.3
PROD-04212,Logitech Auricular - Modelo 673,2053.15
PROD-04213,ASUS Gabinete - Modelo 783,4858.83
PROD-04214,Logitech RAM - Modelo 823,2055.08
PROD-04215,Samsung RAM - Modelo 364,1828.99
PROD-04216,Samsung Laptop - Modelo 604,3338.66
PROD-04217,HP SSD - Modelo 788,1792.01
PROD-04218,Logitech SSD - Modelo 282,2371.86
PROD-04219,Logitech Gabinete - Modelo 368,2106.18
PROD-04220,Kingston Gabinete - Modelo 785,1982.27
PROD-04221,Sony RAM - Modelo 659,4633.16
PROD-04222,Sony Webcam - Modelo 582,539.59
PROD-04223,Logitech RAM - Modelo 281,1059.26
PROD-04224,ASUS Laptop - Modelo 959,2948.07
PROD-04225,Corsair Webcam - Modelo 643,419.84
PROD-04226,Sony SSD - Modelo 582,3282.75
PROD-04227,ASUS Gabinete - Modelo 275,4732.62
PROD-04228,Corsair Teclado - Modelo 841,4394.91
PROD-04229,Logitech Webcam - Modelo 693,3014.44
PROD-04230,Sony Laptop - Modelo 705,4566.86
PROD-04231,LG RAM - Modelo 709,270.82
PROD-04232,Sony Teclado - Modelo 600,1596.49
PROD-04233,ASUS SSD - Modelo 224,1453.15
PROD-04234,Sony Webcam - Modelo 959,998.48
PROD-04235,Kingston Mouse - Modelo 791,3764.75
PROD-04236,Dell Auricular - Modelo 980,666.47
PROD-04237,Logitech Mouse - Modelo 853,2053.18
PROD-04238,LG Webcam - Modelo 407,4879.08
PROD-04239,Samsung Teclado - Modelo 225,2043.34
PROD-04240,HP Webcam - Modelo 495,4206.29
PROD-04241,Corsair Laptop - Modelo 671,1683.33
PROD-04242,LG SSD - Modelo 380,323.24
PROD-04243,Dell Mouse - Modelo 465,3453.86
PROD-04244,Samsung Teclado - Modelo 428,2069.98
PROD-04245,Logitech Gabinete - Modelo 156,1178.35
PROD-04246,Dell Mouse - Modelo 356,243.18
PROD-04247,LG Teclado - Modelo 514,2194.89
PROD-04248,Logitech Fuente - Modelo 875,722.2
PROD-04249,HP Mouse - Modelo 482,1672.56
PROD-04250,Corsair Teclado - Modelo 341,2342.66
PROD-04251,HP Mouse - Modelo 373,2483.26
PROD-04252,Kingston Mouse - Modelo 664,1704.72
PROD-04253,Razer Monitor - Modelo 122,4325.92
PROD-04254,HP SSD - Modelo 399,1719.78
PROD-04255,Sony Auricular - Modelo 821,4507.7
PROD-04256,Dell Monitor - Modelo 560,4574.93
PROD-04257,HP Laptop - Modelo 672,4876.09
PROD-04258,Sony Laptop - Modelo 117,3307.79
PROD-04259,LG Mouse - Modelo 856,1333.35
PROD-04260,Razer Monitor - Modelo 411,893.56
PROD-04261,Logitech Auricular - Modelo 575,2572.06
PROD-04262,Samsung Gabinete - Modelo 376,3773.37
PROD-04263,Kingston Auricular - Modelo 914,4421.24
PROD-04264,LG SSD - Modelo 245,4510.69
PROD-04265,Kingston Webcam - Modelo 850,2758.09
PROD-04266,Razer RAM - Modelo 493,4011.95
PROD-04267,Dell Laptop - Modelo 156,3325.08
PROD-04268,LG Fuente - Modelo 835,121.36
PROD-04269,Dell Gabinete - Modelo 174,3923.14
PROD-04270,Logitech SSD - Modelo 438,1258.2
PROD-04271,Kingston Gabinete - Modelo 387,2813.05
PROD-04272,HP SSD - Modelo 871,3432.24
PROD-04273,Razer Auricular - Modelo 224,4187.68
PROD-04274,HP Gabinete - Modelo 356,3927.89
PROD-04275,Corsair Mouse - Modelo 337,1675.7
PROD-04276,Sony Monitor - Modelo 261,4992.13
PROD-04277,Kingston Webcam - Modelo 457,1344.39
PROD-04278,Razer Monitor - Modelo 778,1677.81
PROD-04279,Samsung Teclado - Modelo 386,3656.53
PROD-04280,Razer Teclado - Modelo 951,1861.7
PROD-04281,Sony Mouse - Modelo 282,1313.52
PROD-04282,Dell SSD - Modelo 264,985.12
PROD-04283,Logitech RAM - Modelo 428,3244.67
PROD-04284,Sony Monitor - Modelo 665,153.06
PROD-04285,Razer Monitor - Modelo 124,396.83
PROD-04286,HP Laptop - Modelo 283,943.55
PROD-04287,Razer Gabinete - Modelo 233,3765.19
PROD-04288,Samsung RAM - Modelo 891,3555.76
PROD-04289,ASUS Teclado - Modelo 945,3030.55
PROD-04290,Logitech Auricular - Modelo 597,1430.93
PROD-04291,Razer Monitor - Modelo 310,1679.98
PROD-04292,Logitech Mouse - Modelo 156,2017.63
PROD-04293,HP Laptop - Modelo 719,417.85
PROD-04294,LG Mouse - Modelo 285,722.58
PROD-04295,Kingston Fuente - Modelo 372,4352.16
PROD-04296,Corsair SSD - Modelo 914,4975.93
PROD-04297,Kingston Fuente - Modelo 904,1202.26
PROD-04298,LG Webcam - Modelo 549,62.43
PROD-04299,ASUS SSD - Modelo 978,2443.75
PROD-04300,Razer Mouse - Modelo 994,1241.79
PROD-04301,Razer Mouse - Modelo 809,4051.01
PROD-04302,ASUS Laptop - Modelo 972,3736.4
PROD-04303,Samsung RAM - Modelo 478,3522.52
PROD-04304,Samsung RAM - Modelo 646,3569.8
PROD-04305,Logitech Fuente - Modelo 326,1118.81
PROD-04306,Samsung Fuente - Modelo 497,3360.59
PROD-04307,Logitech Teclado - Modelo 536,4500.89
PROD-04308,Logitech Monitor - Modelo 466,2230.4
PROD-04309,Corsair Fuente - Modelo 252,2732.0
PROD-04310,Logitech SSD - Modelo 534,3057.29
PROD-04311,Dell Fuente - Modelo 828,1367.88
PROD-04312,Logitech SSD - Modelo 182,357.29
PROD-04313,LG Mouse - Modelo 973,443.24
PROD-04314,ASUS Fuente - Modelo 640,1387.31
PROD-04315,Samsung Auricular - Modelo 309,1553.26
PROD-04316,Corsair Teclado - Modelo 706,2644.43
PROD-04317,Corsair Webcam - Modelo 175,925.12
PROD-04318,LG Auricular - Modelo 314,952.75
PROD-04319,ASUS Fuente - Modelo 795,2196.95
PROD-04320,ASUS Mouse - Modelo 376,2100.98
PROD-04321,Dell Teclado - Modelo 979,3461.37
PROD-04322,Dell Gabinete - Modelo 167,4434.97
PROD-04323,Razer Fuente - Modelo 770,4122.45
PROD-04324,Corsair Auricular - Modelo 462,1790.54
PROD-04325,Dell Gabinete - Modelo 440,3979.84
PROD-04326,Kingston Auricular - Modelo 352,2039.47
PROD-04327,Sony Mouse - Modelo 199,3757.16
PROD-04328,ASUS Laptop - Modelo 264,4852.27
PROD-04329,Corsair Monitor - Modelo 699,3012.69
PROD-04330,Kingston Webcam - Modelo 924,3585.32
PROD-04331,Corsair SSD - Modelo 413,3697.61
PROD-04332,Dell RAM - Modelo 103,4478.91
PROD-04333,HP Webcam - Modelo 986,3673.76
PROD-04334,ASUS Teclado - Modelo 692,3505.71
PROD-04335,Logitech Fuente - Modelo 539,1240.65
PROD-04336,Razer Laptop - Modelo 912,2408.61
PROD-04337,Razer Auricular - Modelo 918,2275.04
PROD-04338,Kingston Auricular - Modelo 508,4081.01
PROD-04339,Logitech Teclado - Modelo 829,4941.98
PROD-04340,Razer Auricular - Modelo 594,2060.56
PROD-04341,Sony SSD - Modelo 616,3612.02
PROD-04342,Logitech SSD - Modelo 594,2509.4
PROD-04343,LG Mouse - Modelo 447,3643.7
PROD-04344,Kingston Mouse - Modelo 994,1339.1
PROD-04345,ASUS Fuente - Modelo 292,4644.67
PROD-04346,Samsung Teclado - Modelo 441,2647.68
PROD-04347,Dell Laptop - Modelo 204,4048.61
PROD-04348,Logitech Teclado - Modelo 331,3496.56
PROD-04349,Dell Mouse - Modelo 504,1014.89
PROD-04350,Dell Teclado - Modelo 817,1291.47
PROD-04351,Sony Webcam - Modelo 792,4069.85
PROD-04352,HP Gabinete - Modelo 416,4310.87
PROD-04353,Dell Gabinete - Modelo 125,3345.94
PROD-04354,Samsung Gabinete - Modelo 650,2999.62
PROD-04355,LG Auricular - Modelo 739,836.54
PROD-04356,LG SSD - Modelo 602,4189.7
PROD-04357,ASUS Teclado - Modelo 789,2878.48
PROD-04358,HP Gabinete - Modelo 443,965.22
PROD-04359,Corsair Monitor - Modelo 469,1947.2
PROD-04360,HP RAM - Modelo 431,3473.7
PROD-04361,Dell SSD - Modelo 221,1607.8
PROD-04362,Dell Teclado - Modelo 249,4467.42
PROD-04363,Logitech Gabinete - Modelo 454,194.06
PROD-04364,Samsung Monitor - Modelo 333,4349.42
PROD-04365,LG Laptop - Modelo 298,632.11
PROD-04366,Corsair Webcam - Modelo 651,3238.77
PROD-04367,Sony Laptop - Modelo 926,292.15
PROD-04368,Corsair SSD - Modelo 637,1814.01
PROD-04369,Razer Webcam - Modelo 187,3080.67
PROD-04370,HP Webcam - Modelo 995,250.89
PROD-04371,Dell Auricular - Modelo 701,4036.29
PROD-04372,Corsair Mouse - Modelo 614,3822.92
PROD-04373,LG Auricular - Modelo 321,1980.0
PROD-04374,LG Laptop - Modelo 875,2794.05
PROD-04375,LG SSD - Modelo 346,3908.6
PROD-04376,Samsung Gabinete - Modelo 604,4313.81
PROD-04377,Logitech Auricular - Modelo 834,4093.76
PROD-04378,Corsair Laptop - Modelo 232,477.52
PROD-04379,Corsair Gabinete - Modelo 454,3059.38
PROD-04380,Kingston Mouse - Modelo 446,1132.1
PROD-04381,Logitech Fuente - Modelo 774,4241.54
